Goal, Target, Indicator, SeriesCode, SeriesDescription, GeoAreaCode, GeoAreaName, TimePeriod, Value, Time_Detail,  UpperBound, LowerBound, BasePeriod, Source, FootNote, Nature, Units,[Age],[Location],[Reporting Type],[Sex]
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","32","Argentina","2013","3.89425","2013","","","","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.","Work for other households has been included under ""unpaid care work"" as it might include other family members.","CA","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","36","Australia","2006","4.86125","2006","","","","Australian Bureau of Statistics based on 2006 Time Use Survey","""Support for adults"" has been included under unpaid care work as it might include both household and family members and non-household and -family members.","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","36","Australia","2006","2.01375","2006","","","","Australian Bureau of Statistics based on 2006 Time Use Survey","""Support for adults"" has been included under unpaid care work as it might include both household and family members and non-household and -family members.","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.47167","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","6.95958","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","25-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.875","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","65+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.01542","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","15-24","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.08542","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","15-24","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","2.95208","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","15+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.69708","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","55-64","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.28417","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","55-64","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.95083","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","45-54","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","2.93083","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","10+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","2.59625","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","25-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.09542","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","55-64","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","6.7625","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","25-44","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.41875","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.58167","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.58167","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.23292","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","15+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.84","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","15-24","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","2.41833","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","25-44","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","2.89375","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","10+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.37792","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","10+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.52583","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.425","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","3.03458","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.59375","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","65+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.90708","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","15+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.48292","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","55-64","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.57625","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","65+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.43208","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","65+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","2.82792","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","10+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.78125","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","10+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","3.37625","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","45-54","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","2.89917","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","25-44","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.16333","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.7025","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","45-54","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.95417","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","55-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.28917","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","45-54","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.77958","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","45-54","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","7.0825","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","25-44","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","1.15625","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","10+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","0.61667","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","15-24","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","40","Austria","2009","3.08167","2009","","","","Statistics Austria based on Time Use Survey 2008/09","","C","PERCENT","15+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2004","3.75","2004","","","","National Statistical Service Republic of Armenia based on Armenian Time Use Pilot Survey","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members.","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2004","1.11125","2004","","","","National Statistical Service Republic of Armenia based on Armenian Time Use Pilot Survey","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members.","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","3.62083","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","0.6375","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members.","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","3.25833","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members.","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","5.25417","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","25-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","0.96667","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","25-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","0.475","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","25-44","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","1.1125","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","45-54","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","0.33333","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","45-54","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","0.725","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","55-64","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","0.72083","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","15+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","2.56667","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","15+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","1.59583","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","55-64","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","0.2875","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","45-54","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","0.62083","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","1.3625","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","55-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","0.52917","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","65+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","0.63333","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","1.7875","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","5.92083","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","25-44","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","0.475","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","15+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","0.5375","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","15-24","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","51","Armenia","2008","3.55833","2008","","","","National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia","""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members","C","PERCENT","15+","URBAN","G","FEMALE"
